First Name,Last Name ,Year,Salaries,Rank
JaKarr,Sampson,2018,77250,542
Eric,Moreland,2018,1740000,337
Joe,Ingles,2018,13636364,87
Lorenzo,Brown,2018,77250,542
Elijah,Millsap,2018,NA,1725
Langston,Galloway,2018,6666667,166
Tyler,Johnson,2018,5821260,187
Andre,Dawkins,2018,NA,1726
James,Michael,2018,77250,542
JaMychal,Green,2018,8533333,137
Alex,Kirk,2018,NA,1727
Kalin,Lucas,2018,NA,1728
Bryce,Cotton,2018,NA,1729
Jack,Cooley,2018,77250,542
Tim,Frazier,2018,2000000,327
Will,Cherry,2018,NA,1730
Jabari,Brown,2018,NA,1731
Drew,Gordon,2018,NA,1732
David,Stockton,2018,192812,484
Larry,Drew,2018,222474,481
Sim,Bhullar,2018,NA,1733
Jarell,Eddie,2018,166256,490
Sean,Kilpatrick,2018,4774445,213
David,Wear,2018,NA,1734
Karl-Anthony,Towns,2018,6216840,176
D'Angelo,Russell,2018,5562360,190
Jahlil,Okafor,2018,4995120,208
Kristaps,Porzingis,2018,4503600,217
Nemanja,Bjelica,2018,3950000,233
Mario,Hezonja,2018,4078320,229
Willie,Cauley-Stein,2018,3704160,238
Emmanuel,Mudiay,2018,3381480,247
Stanley,Johnson,2018,3097800,258
Tibor,Pleiss,2018,NA,1735
Frank,Kaminsky,2018,2847600,270
Justise,Winslow,2018,2705040,274
Myles,Turner,2018,2483040,286
Trey,Lyles,2018,2441400,289
Devin,Booker,2018,2319360,304
Cameron,Payne,2018,2203440,310
Kelly,Oubre,2018,2093040,323
Terry,Rozier,2018,1988520,328
Rashad,Vaughn,2018,2338653,295
Sam,Dekker,2018,1794600,334
Jerian,Grant,2018,1713840,338
Delon,Wright,2018,1645200,346
Justin,Anderson,2018,1579440,351
Bobby,Portis,2018,1516320,364
Rondae,Hollis-Jefferson,2018,1455720,389
Nikola,Jokic,2018,1471382,376
Tyus,Jones,2018,1471382,376
Sasha,Kaun,2018,NA,1736
Jarell,Martin,2018,1471382,376
Boban,Marjanovic,2018,5881260,185
Jordan,Mickey,2018,1471382,376
Larry,Nance,2018,1471382,376
RJ,Hunter,2018,77250,542
Chris,McCullough,2018,1471382,376
Josh,Huestis,2018,1471382,376
Kevon,Looney,2018,1471382,376
Richaun,Holmes,2018,1471382,376
Rakeem,Christmas,2018,NA,1737
Joseph,Young,2018,1471382,376
Walter,Tavares,2018,NA,1738
Montrezl,Harrell,2018,1471382,376
Raul,Neto,2018,1471382,376
Pierre,Jackson,2018,NA,1739
Norman,Powell,2018,1471382,376
Pat,Connaughton,2018,1471382,376
Darrun,Hilliard,2018,77250,542
Lamar,Patterson,2018,NA,1740
Aaron,Harrison,2018,174570,487
Cristiano,Felicio,2018,7843500,146
Salah,Mejri,2018,1471382,376
Maurice,Ndour,2018,NA,1741
Branden,Dawson,2018,NA,1742
Marcelo,Huertas,2018,NA,1743
Anthony,Brown,2018,77250,542
Michael,Frazier,2018,NA,1744
Josh,Richardson,2018,1471382,376
TJ,McConnell,2018,1471382,376
Cliff,Alexander,2018,NA,1745
Luis,Montero,2018,77250,542
Duje,Dukan,2018,NA,1746
Jonathon,Simmons,2018,6300000,171
Treveon,Graham,2018,1312611,411
Christian,Wood,2018,NA,1747
Scottie,Wilbekin,2018,NA,1748
Jordan,McRae,2018,NA,1749
Xavier,Munford,2018,77250,542
Alan,Williams,2018,6000000,181
Jonathan,Holmes,2018,NA,1750
Alex,Stepheson,2018,NA,1751
Axel,Toupane,2018,NA,1752
Bryce,Dejean-Jones,2018,NA,1753
Keith,Appling,2018,NA,1754
Coty,Clarke,2018,NA,1755
Briante,Weber,2018,160378,493
Thanasis,Antetokounmpo,2018,NA,1756
JJ,O'Brien,2018,NA,1757
John,Holland,2018,77250,542
Alex,Abrines,2018,5725000,188
Ben,Simmons,2018,6168840,177
Brandon,Ingram,2018,5519400,191
Jaylen,Brown,2018,4956480,211
Dragan,Bender,2018,4468800,219
Kris,Dunn,2018,4046760,230
Buddy,Hield,2018,3675480,240
Jamal,Murray,2018,3355320,248
Marquese,Chriss,2018,3073800,260
Mindaugas,Kuzminskas,2018,3028410,263
Tomas,Satoransky,2018,3000000,265
Jakob,Poeltl,2018,2825640,272
Thon,Maker,2018,3086784,259
Malcolm,Delaney,2018,2500000,282
Domantas,Sabonis,2018,2550000,279
Taurean,Prince,2018,2422560,290
Dario,Saric,2018,2422560,290
Georgios,Papagiannis,2018,2486757,285
Denzel,Valentine,2018,2186400,311
Juan,Hernangomez,2018,2076840,324
Wade,Baldwin,2018,2254292,306
Henry,Ellenson,2018,1780800,336
Malik,Beasley,2018,1700640,344
Caris,LeVert,2018,1632480,348
DeAndre,Bembry,2018,1567200,354
Demetrius,Jackson,2018,319266,477
Malachi,Richardson,2018,1504560,366
Willy,Hernangomez,2018,1435750,390
Deyonta,Davis,2018,1312611,411
Timothe,Luwawu,2018,1594590,350
Brice,Johnson,2018,1331160,396
Pascal,Siakam,2018,1312611,411
Skal,Labissiere,2018,1312611,411
Livio,Jean-Charles,2018,1242240,428
Dejounte,Murray,2018,1312611,411
Damian,Jones,2018,1312611,411
Isaiah,Whitehead,2018,1312611,411
Ivica,Zubac,2018,1312611,411
Stephen,Zimmerman,2018,NA,1758
Andrew,Harrison,2018,1312611,411
Tyler,Ulis,2018,1312611,411
Malcolm,Brogdon,2018,1312611,411
Paul,Zipser,2018,1312611,411
Jonathan,Gibson,2018,74158,576
Troy,Williams,2018,1842176,333
AJ,Hammons,2018,1312611,411
Michael,Gbinije,2018,500000,471
Georges,Niang,2018,177250,486
Jake,Layman,2018,1312611,411
Joel,Bolomboy,2018,708200,467
Gary,Payton,2018,154500,495
Kay,Felder,2018,551866,470
Nicolas,Brussino,2018,393041,474
Dorian,Finney-Smith,2018,1312611,411
Patrick,McCaw,2018,1312611,411
Kyle,Wiltjer,2018,NA,1759
Chinanu,Onuaku,2018,1312611,411
Diamond,Stone,2018,1312611,411
Rodney,McGruder,2018,1312611,411
Cheick,Diallo,2018,1312611,411
Ron,Baker,2018,4328000,221
Marshall,Plumlee,2018,77250,542
Semaj,Christon,2018,NA,1760
Derrick,Jones,2018,462875,473
Tim,Quarterman,2018,96406,505
Davis,Bertans,2018,1312611,411
Bryn,Forbes,2018,1312611,411
Fred,VanVleet,2018,1312611,411
Daniel,Ochefu,2018,50000,579
Sheldon,Mac,2018,1312611,411
Danuel,House,2018,77250,542
Chasson,Randle,2018,1312611,411
Yogi,Ferrell,2018,1312611,411
Okaro,White,2018,1460927,388
Isaiah,Taylor,2018,1312611,411
Ben,Bentil,2018,NA,1761
Nicolas,Laprovittola,2018,NA,1762
Brandon,Paul,2018,815615,453
Shawn,Long,2018,NA,1763
Mike,Tobey,2018,NA,1764
Patricio,Garino,2018,NA,1765
Jarrod,Uthoff,2018,NA,1766
Marcus,Paige,2018,77250,542
Wayne,Selden,2018,1312611,411
Egidijus,Mockevicius,2018,NA,1767
Stefan,Jankovic,2018,NA,1768
JP,Tokoto,2018,NA,1769
Isaiah,Cousins,2018,NA,1770
Quinn,Cook,2018,189832,485
Marcus,Georges-Hunt,2018,1312611,411
Prince,Ibeh,2018,NA,1771
Keith,Benson,2018,NA,1772
Kaleb,Tarczewski,2018,NA,1773
Ryan,Arcidiacono,2018,77250,542
Quincy,Ford,2018,NA,1774
Alex,Poythress,2018,778668,465
David,Nwaba,2018,1312611,411
Kyle,Collinsworth,2018,595702,468
Thomas,Walkup,2018,NA,1775
James,Webb,2018,77250,542
Zach,Auguste,2018,NA,1776
Brady,Heslip,2018,NA,1777
Matt,Costello,2018,77250,542
Damion,Lee,2018,138239,498
DJ,Kennedy,2018,NA,1778
Scott,Wood,2018,NA,1779
Elgin,Cook,2018,NA,1780
Alex,Caruso,2018,77250,542
Anthony,Barber,2018,NA,1781
EJ,Singler,2018,NA,1782
Beau,Beech,2018,NA,1783
Nikola,Jovanovic,2018,NA,1784
Jalen,Jones,2018,77250,542
Nick,Zeisloft,2018,NA,1785
Bogdan,Bogdanovic,2018,9470614,132
Markelle,Fultz,2018,7026240,158
Lonzo,Ball,2018,6286560,173
Milos,Teodosic,2018,6000000,181
Jayson,Tatum,2018,5645400,189
Josh,Jackson,2018,5090040,203
De'Aaron,Fox,2018,4609200,215
Jonathan,Isaac,2018,4186320,225
Lauri,Markkanen,2018,3821640,236
Frank,Ntilikina,2018,3501120,242
Dennis,Smith,2018,3218280,254
Zach,Collins,2018,3057240,261
Malik,Monk,2018,2904480,269
Luke,Kennard,2018,2759280,273
Cedi,Osman,2018,2642857,276
Donovan,Mitchell,2018,2621280,277
Bam,Adebayo,2018,2490360,284
Justin,Jackson,2018,2365560,293
Guerschon,Yabusele,2018,2247480,307
Justin,Patton,2018,2247480,307
DJ,Wilson,2018,2135040,313
TJ,Leaf,2018,2028360,325
John,Collins,2018,1936920,330
Harry,Giles,2018,1859400,332
Terrance,Ferguson,2018,1785000,335
Jarrett,Allen,2018,1713720,339
Ante,Zizic,2018,1645200,346
OG,Anunoby,2018,1645200,346
Tyler,Lydon,2018,1579440,351
Furkan,Korkmaz,2018,1465920,386
Caleb,Swanigan,2018,1465920,386
Kyle,Kuzma,2018,1423560,391
Tony,Bradley,2018,1414920,392
Derrick,White,2018,1404600,393
Josh,Hart,2018,1394520,394
Semi,Ojeleye,2018,1291892,427
Frank,Mason,2018,1184385,430
Abdel,Nader,2018,1167333,431
Damyean,Dotson,2018,1100000,433
Wesley,Iwundu,2018,1050000,435
Ike,Anigbogu,2018,950000,442
Rade,Zagorac,2018,950000,442
Ivan,Rabb,2018,950000,442
Tyler,Dorsey,2018,815615,453
Daniel,Theis,2018,815615,453
Dwayne,Bacon,2018,815615,453
Maxi,Kleber,2018,815615,453
Jordan,Bell,2018,815615,453
Zhou,Qi,2018,815615,453
Jawun,Evans,2018,815615,453
Sindarius,Thornwell,2018,815615,453
Thomas,Bryant,2018,815615,453
Dillon,Brooks,2018,815615,453
Sterling,Brown,2018,815615,453
Frank,Jackson,2018,815615,453
Dakari,Johnson,2018,815615,453
Khem,Birch,2018,815615,453
Davon,Reed,2018,815615,453
Alfonzo,McKinnie,2018,815615,453
Royce,O'Neale,2018,815615,453
Antonius,Cleveland,2018,384116,475
Cameron,Oliver,2018,300000,479
Shaquille,Harrison,2018,230399,480
Jaylen,Morris,2018,198143,482
Nigel,Hayes,2018,193532,483
Omari,Johnson,2018,170495,488
Naz,Long,2018,167158,489
Rodney,Purvis,2018,165887,491
Milton,Doyle,2018,127250,500
Walter,Lemon,2018,92159,506
Josh,Gray,2018,92159,506
Jaylen,Johnson,2018,87551,508
CJ,Fair,2018,82943,510
Josh,Magette,2018,77250,542
Tyler,Cavanaugh,2018,77250,542
Andrew,White,2018,77250,542
Kadeem,Allen,2018,77250,542
Jabari,Bird,2018,77250,542
Yakuba,Ouattara,2018,77250,542
Jacob,Wiley,2018,77250,542
Mangok,Mathiang,2018,77250,542
Antonio,Blakeney,2018,77250,542
London,Perrantes,2018,77250,542
Johnathan,Motley,2018,77250,542
Gian,Clavell,2018,77250,542
Torrey,Craig,2018,77250,542
Monte,Morris,2018,77250,542
Reggie,Hearn,2018,77250,542
Chris,Boucher,2018,77250,542
Edmond,Sumner,2018,77250,542
Ben,Moore,2018,77250,542
Jamil,Wilson,2018,77250,542
CJ,Williams,2018,77250,542
Tyrone,Wallace,2018,77250,542
Kobi,Simmons,2018,77250,542
Vince,Hunter,2018,77250,542
Myke,Henry,2018,77250,542
Matt,Williams,2018,77250,542
Derrick,Walton,2018,77250,542
Amile,Jefferson,2018,77250,542
Charles,Cooke,2018,77250,542
Luke,Kornet,2018,77250,542
Isaiah,Hicks,2018,77250,542
Daniel,Hamilton,2018,77250,542
PJ,Dozier,2018,77250,542
Jamel,Artis,2018,77250,542
Jacob,Pullen,2018,77250,542
Alec,Peters,2018,77250,542
Malcolm,Miller,2018,77250,542
Eric,Griffin,2018,77250,542
Erik,McCree,2018,77250,542
Michael,Young,2018,77250,542
Devin,Robinson,2018,77250,542
Xavier,Silas,2018,74158,576
Landry,Nnoko,2018,50000,579
VJ,Beachem,2018,50000,579
Bronson,Koenig,2018,50000,579
Marcus,Thornton,2018,46079,584
Jameel,Warney,2018,46079,584
Aaron,Jackson,2018,46079,584
Trey,McKinney-Jones,2018,46079,584
Andre,Ingram,2018,46079,584
Deandre,Ayton,2018,NA,1786
Marvin,Bagley,2018,NA,1787
Luka,Doncic,2018,NA,1788
Trae,Young,2018,NA,1789
Mo,Bamba,2018,NA,1790
Wendell,Carter,2018,NA,1791
Collin,Sexton,2018,NA,1792
Kevin,Knox,2018,NA,1793
Mikal,Bridges,2018,NA,1794
Shai,Gilgeous-Alexander,2018,NA,1795
Miles,Bridges,2018,NA,1796
Jerome,Robinson,2018,NA,1797
Michael,Porter,2018,NA,1798
Troy,Brown,2018,NA,1799
Zhaire,Smith,2018,NA,1800
Donte,DiVincenzo,2018,NA,1801
Lonnie,Walker,2018,NA,1802
Kevin,Huerter,2018,NA,1803
Josh,Okogie,2018,NA,1804
Grayson,Allen,2018,NA,1805
Chandler,Hutchison,2018,NA,1806
Aaron,Holiday,2018,NA,1807
Anfernee,Simons,2018,NA,1808
Moritz,Wagner,2018,NA,1809
Landry,Shamet,2018,NA,1810
Rodions,Kurucs,2018,NA,1811
Jonah,Bolden,2018,NA,1812
Robert,Williams,2018,NA,1813
Jacob,Evans,2018,NA,1814
Dzanan,Musa,2018,NA,1815
Omari,Spellman,2018,NA,1816
Sviatoslav,Mykhailiuk,2018,NA,1817
Mitchell,Robinson,2018,NA,1818
Elie,Okobo,2018,NA,1819
Jalen,Brunson,2018,NA,1820
Melvin,Frazier,2018,NA,1821
Isaac,Bonga,2018,NA,1822
Devonte,Graham,2018,NA,1823
De'Anthony,Melton,2018,NA,1824
Ryan,Broekhoff,2018,NA,1825
Raymond,Spalding,2018,NA,1826
Jarred,Vanderbilt,2018,NA,1827
Bruce,Brown,2018,NA,1828
Khyri,Thomas,2018,NA,1829
Isaiah,Hartenstein,2018,NA,1830
Alize,Johnson,2018,NA,1831
Keita,Bates-Diop,2018,NA,1832
Kenrich,Williams,2018,NA,1833
Hamidou,Diallo,2018,NA,1834
Isaiah,Briscoe,2018,NA,1835
Gary,Trent,2018,NA,1836
Chimezie,Metu,2018,NA,1837
Brad,Wanamaker,2018,NA,1838
Johnathan,Williams,2018,NA,1839
Jaylen,Adams,2018,NA,1840
Theo,Pinson,2018,NA,1841
Joe,Chealey,2018,NA,1842
JP,Macura,2018,NA,1843
Rawle,Alkins,2018,NA,1844
Billy,Preston,2018,NA,1845
Kostas,Antetokounmpo,2018,NA,1846
Daryl,Macon,2018,NA,1847
DeVaughn,Akoon-Purcell,2018,NA,1848
Thomas,Welsh,2018,NA,1849
Keenan,Evans,2018,NA,1850
Zach,Lofton,2018,NA,1851
Marcus,Derrickson,2018,NA,1852
Gary,Clark,2018,NA,1853
Vincent,Edwards,2018,NA,1854
Angel,Delgado,2018,NA,1855
Yuta,Watanabe,2018,NA,1856
Yante,Maten,2018,NA,1857
Duncan,Robinson,2018,NA,1858
Trevon,Duval,2018,NA,1859
Jared,Terrell,2018,NA,1860
Trevon,Bluiett,2018,NA,1861
Allonzo,Trier,2018,NA,1862
Deonte,Burton,2018,NA,1863
Tyler,Davis,2018,NA,1864
Troy,Caupain,2018,NA,1865
Shake,Milton,2018,NA,1866
George,King,2018,NA,1867
Drew,Eubanks,2018,NA,1868
Jordan,Loyd,2018,NA,1869
Wenyen,Gabriel,2018,NA,1870
Nuni,Omot,2018,NA,1871
Shaquille,O'Neal,2019,NA,514
Kevin,Garnett,2019,NA,515
Alonzo,Mourning,2019,NA,516
Juwan,Howard,2019,NA,517
Scottie,Pippen,2019,NA,518
Karl,Malone,2019,NA,519
Larry,Johnson,2019,NA,520
Gary,Payton,2019,NA,521
Rasheed,Wallace,2019,NA,522
Shawn,Kemp,2019,NA,523
Damon,Stoudamire,2019,NA,524
Antonio,McDyess,2019,NA,525
Ray,Allen,2019,NA,526
Antoine,Walker,2019,NA,527
Stephon,Marbury,2019,NA,528
Vlade,Divac,2019,NA,529
Bryant,Reeves,2019,NA,530
Tom,Gugliotta,2019,NA,531
Nick,Van,2019,NA,532
Elden,Campbell,2019,NA,533
Terrell,Brandon,2019,NA,534
Derrick,Coleman,2019,NA,535
Glenn,Robinson,2019,NA,536
Steve,Smith,2019,NA,537
Kerry,Kittles,2019,NA,538
Chris,Dudley,2019,NA,539
Theo,Ratliff,2019,NA,540
Matt,Geiger,2019,NA,541
Jason,Kidd,2019,NA,542
Kenny,Anderson,2019,NA,543
Tyrone,Hill,2019,NA,544
Clifford,Robinson,2019,NA,545
Jamal,Mashburn,2019,NA,546
Steve,Nash,2019,NA,547
Alan,Henderson,2019,NA,548
Donyell,Marshall,2019,NA,549
Marcus,Camby,2019,NA,550
Greg,Ostertag,2019,NA,551
Luc,Longley,2019,NA,552
P.J.,Brown,2019,NA,553
Jermaine,O'Neal,2019,NA,554
Erick,Dampier,2019,NA,555
Wesley,Person,2019,NA,556
Isaac,Austin,2019,NA,557
Loy,Vaught,2019,NA,558
Derrick,McKey,2019,NA,559
Robert,Horry,2019,NA,560
Jim,McIlvaine,2019,NA,561
Jerry,Stackhouse,2019,NA,562
Charlie,Ward,2019,NA,563
Dale,Davis,2019,NA,564
Lorenzen,Wright,2019,NA,565
Mookie,Blaylock,2019,NA,566
Chris,Mills,2019,NA,567
Chris,Childs,2019,NA,568
Darrell,Armstrong,2019,NA,569
Bryon,Russell,2019,NA,570
Brent,Barry,2019,NA,571
Jason,Caffey,2019,NA,572
Vitaly,Potapenko,2019,NA,573
Bob,Sura,2019,NA,574
Walt,Williams,2019,NA,575
Scott,Williams,2019,NA,576
Sam,Cassell,2019,NA,577
Michael,Olowokandi,2019,NA,578
Elton,Brand,2019,NA,579
Eric,Williams,2019,NA,580
Travis,Best,2019,NA,581
Michael,Stewart,2019,NA,582
Derek,Strong,2019,NA,583
Mike,Bibby,2019,NA,584
Rick,Fox,2019,NA,585
Steve,Francis,2019,NA,586
Derek,Fisher,2019,NA,587
Eric,Snow,2019,NA,588
Ervin,Johnson,2019,NA,589
Brent,Price,2019,NA,590
Travis,Knight,2019,NA,591
Raef,LaFrentz,2019,NA,592
Tracy,Murray,2019,NA,593
Tyrone,Nesby,2019,NA,594
Baron,Davis,2019,NA,595
Vonteego,Cummings,2019,NA,596
David,Wesley,2019,NA,597
Dean,Garrett,2019,NA,598
Antawn,Jamison,2019,NA,599
Walter,McCarty,2019,NA,600
Anthony,Peeler,2019,NA,601
Lamar,Odom,2019,NA,602
Cedric,E.,2019,NA,603
Lawrence,Funderburke,2019,NA,604
Lindsey,Hunter,2019,NA,605
Malik,Rose,2019,NA,606
Vince,Carter,2019,2393887,306
Jonathan,Bender,2019,NA,607
Dell,Curry,2019,NA,608
Robert,Traylor,2019,NA,609
Othella,Harrington,2019,NA,610
Wally,Szczerbiak,2019,NA,611
Terry,Porter,2019,NA,612
Rodney,Rogers,2019,NA,613
Jamie,Feick,2019,NA,614
Eric,Montross,2019,NA,615
Chris,Crawford,2019,NA,616
Steve,Kerr,2019,NA,617
Vinny,Del,2019,NA,618
Sean,Rooks,2019,NA,619
Lucious,Harris,2019,NA,620
Jason,Williams,2019,NA,621
Richard,Hamilton,2019,NA,622
Larry,Hughes,2019,NA,623
Andre,Miller,2019,NA,624
Dirk,Nowitzki,2019,5000000,213
Shawn,Marion,2019,NA,625
Paul,Pierce,2019,NA,626
Jason,Terry,2019,NA,627
Bonzi,Wells,2019,NA,628
Trajan,Langdon,2019,NA,629
Aleksandar,Radojevic,2019,NA,630
Keon,Clark,2019,NA,631
Corey,Maggette,2019,NA,632
Michael,Dickerson,2019,NA,633
Will,Avery,2019,NA,634
Matt,Harpring,2019,NA,635
Eldridge,Recasner,2019,NA,636
Metta,World,2019,NA,637
Rasho,Nesterovic,2019,NA,638
Cal,Bowdler,2019,NA,639
James,Posey,2019,NA,640
Pat,Garrity,2019,NA,641
Quincy,Lewis,2019,NA,642
Roshown,McLeod,2019,NA,643
Dion,Glover,2019,NA,644
Ricky,Davis,2019,NA,645
Greg,Foster,2019,NA,646
Jeff,Foster,2019,NA,647
Brian,Skinner,2019,NA,648
Kenny,Thomas,2019,NA,649
Devean,George,2019,NA,650
Al,Harrington,2019,NA,651
Tim,James,2019,NA,652
Jumaine,Jones,2019,NA,653
Scott,Padgett,2019,NA,654
Rafer,Alston,2019,NA,655
Hakeem,Olajuwon,2019,NA,656
David,Robinson,2019,NA,657
Dikembe,Mutombo,2019,NA,658
Patrick,Ewing,2019,NA,659
Jayson,Williams,2019,NA,660
Tim,Hardaway,2019,NA,661
Chris,Webber,2019,NA,662
Arvydas,Sabonis,2019,NA,663
John,Stockton,2019,NA,664
Reggie,Miller,2019,NA,665
Zydrunas,Ilgauskas,2019,NA,666
Kobe,Bryant,2019,NA,667
Shareef,Abdur-Rahim,2019,NA,668
Vin,Baker,2019,NA,669
Allen,Iverson,2019,NA,670
Anfernee,Hardaway,2019,NA,671
Latrell,Sprewell,2019,NA,672
Mitch,Richmond,2019,NA,673
Rod,Strickland,2019,NA,674
Jalen,Rose,2019,NA,675
Grant,Hill,2019,NA,676
Tracy,McGrady,2019,NA,677
Tim,Duncan,2019,NA,678
Keith,Van,2019,NA,679
Allan,Houston,2019,NA,680
Eddie,Jones,2019,NA,681
Brian,Grant,2019,NA,682
Tim,Thomas,2019,NA,683
Michael,Finley,2019,NA,684
Shawn,Bradley,2019,NA,685
Danny,Manning,2019,NA,686
Avery,Johnson,2019,NA,687
Glen,Rice,2019,NA,688
Kendall,Gill,2019,NA,689
Christian,Laettner,2019,NA,690
Horace,Grant,2019,NA,691
Toni,Kukoc,2019,NA,692
Bryant,Stith,2019,NA,693
Charles,Oakley,2019,NA,694
PJ,Brown,2019,NA,695
Chris,Gatling,2019,NA,696
Anthony,Mason,2019,NA,697
Ron,Mercer,2019,NA,698
Antonio,Davis,2019,NA,699
Kelvin,Cato,2019,NA,700
Austin,Croshere,2019,NA,701
Sean,Elliott,2019,NA,702
Hersey,Hawkins,2019,NA,703
Chris,Mullin,2019,NA,704
Bobby,Phills,2019,NA,705
Tariq,Abdul-Wahad,2019,NA,706
Bo,Outlaw,2019,NA,707
Robert,Pack,2019,NA,708
Brevin,Knight,2019,NA,709
Howard,Eisley,2019,NA,710
Dan,Majerle,2019,NA,711
Brad,Miller,2019,NA,712
Ben,Wallace,2019,NA,713
Duane,Causwell,2019,NA,714
Danny,Fortson,2019,NA,715
Corliss,Williamson,2019,NA,716
Cedric,Ceballos,2019,NA,717
Jahidi,White,2019,NA,718
Cuttino,Mobley,2019,NA,719
Rashard,Lewis,2019,NA,720
Scot,Pollard,2019,NA,721
Voshon,Lenard,2019,NA,722
Nick,Anderson,2019,NA,723
Dana,Barros,2019,NA,724
Doug,West,2019,NA,725
Kurt,Thomas,2019,NA,726
Adonal,Foyle,2019,NA,727
Mark,Jackson,2019,NA,728
Kenyon,Martin,2019,NA,729
Rex,Chapman,2019,NA,730
Greg,Anthony,2019,NA,731
Adam,Keefe,2019,NA,732
Lamond,Murray,2019,NA,733
Jud,Buechler,2019,NA,734
Greg,Minor,2019,NA,735
Tony,Battie,2019,NA,736
Don,MacLean,2019,NA,737
Stromile,Swift,2019,NA,738
Doug,Christie,2019,NA,739
Mark,Bryant,2019,NA,740
Chucky,Atkins,2019,NA,741
Samaki,Walker,2019,NA,742
Jerome,Williams,2019,NA,743
Kevin,Willis,2019,NA,744
Mikki,Moore,2019,NA,745
Darius,Miles,2019,NA,746
Antonio,Daniels,2019,NA,747
Popeye,Jones,2019,NA,748
Jon,Barry,2019,NA,749
Cedric,Henderson,2019,NA,750
Vernon,Maxwell,2019,NA,751
Marcus,Fizer,2019,NA,752
Erick,Strickland,2019,NA,753
Dragan,Tarlac,2019,NA,754
Matt,Maloney,2019,NA,755
Gary,Trent,2019,NA,756
Terry,Mills,2019,NA,757
Mark,Strickland,2019,NA,758
Sam,Mitchell,2019,NA,759
Chris,Whitney,2019,NA,760
Jim,Jackson,2019,NA,761
Mike,Miller,2019,NA,762
Dale,Ellis,2019,NA,763
Randy,Brown,2019,NA,764
Aaron,Williams,2019,NA,765
Bimbo,Coles,2019,NA,766
Joe,Smith,2019,NA,767
Maurice,Taylor,2019,NA,768
Sam,Perkins,2019,NA,769
Brian,Shaw,2019,NA,770
A.C.,Green,2019,NA,771
Chauncey,Billups,2019,NA,772
Tony,Delk,2019,NA,773
Will,Perdue,2019,NA,774
Bobby,Jackson,2019,NA,775
Derek,Anderson,2019,NA,776
John,Starks,2019,NA,777
Otis,Thorpe,2019,NA,778
J.R.,Reid,2019,NA,779
Calbert,Cheaney,2019,NA,780
George,McCloud,2019,NA,781
John,Wallace,2019,NA,782
Michael,Curry,2019,NA,783
Terry,Cummings,2019,NA,784
Carlos,Rogers,2019,NA,785
Shandon,Anderson,2019,NA,786
Eric,Piatkowski,2019,NA,787
Ron,Harper,2019,NA,788
Grant,Long,2019,NA,789
George,Lynch,2019,NA,790
Detlef,Schrempf,2019,NA,791
Olden,Polynice,2019,NA,792
Michael,Smith,2019,NA,793
Cory,Alexander,2019,NA,794
DerMarr,Johnson,2019,NA,795
John,Williams,2019,NA,796
Clarence,Weatherspoon,2019,NA,797
Hubert,Davis,2019,NA,798
Billy,Owens,2019,NA,799
Eric,Murdock,2019,NA,800
Matt,Bullard,2019,NA,801
Cherokee,Parks,2019,NA,802
Alvin,Williams,2019,NA,803
Johnny,Newman,2019,NA,804
Chris,Mihm,2019,NA,805
Keith,Closs,2019,NA,806
Andrew,DeClercq,2019,NA,807
James,Robinson,2019,NA,808
Aaron,McKie,2019,NA,809
Jamal,Crawford,2019,4698113,217
Jaren,Jackson,2019,5922720,193
Lorenzo,Williams,2019,NA,810
Muggsy,Bogues,2019,NA,811
Darvin,Ham,2019,NA,812
Joel,Przybilla,2019,NA,813
Keyon,Dooling,2019,NA,814
Jacque,Vaughn,2019,NA,815
Predrag,Stojakovic,2019,NA,816
Jerome,Moiso,2019,NA,817
Michael,Doleac,2019,NA,818
Etan,Thomas,2019,NA,819
Tony,Massenburg,2019,NA,820
Corie,Blount,2019,NA,821
Courtney,Alexander,2019,NA,822
Gary,Grant,2019,NA,823
William,Avery,2019,NA,824
Mateen,Cleaves,2019,NA,825
Anthony,Johnson,2019,NA,826
Chris,Carr,2019,NA,827
Joe,Kleine,2019,NA,828
Zan,Tabak,2019,NA,829
Chuck,Person,2019,NA,830
Anthony,Carter,2019,NA,831
LaPhonso,Ellis,2019,NA,832
Danny,Ferry,2019,NA,833
Dennis,Scott,2019,NA,834
Jason,Collier,2019,NA,835
Bryce,Drew,2019,NA,836
Elliot,Perry,2019,NA,837
Hidayet,Turkoglu,2019,NA,838
Tom,Hammonds,2019,NA,839
Radoslav,Nesterovic,2019,NA,840
Jelani,McCoy,2019,NA,841
Sherman,Douglas,2019,NA,842
Greg,Buckner,2019,NA,843
Desmond,Mason,2019,NA,844
Mirsad,Turkcan,2019,NA,845
Bill,Curley,2019,NA,846
Quentin,Richardson,2019,NA,847
Kevin,Edwards,2019,NA,848
Jerome,Kersey,2019,NA,849
Felton,Spencer,2019,NA,850
David,Wingate,2019,NA,851
Pervis,Ellison,2019,NA,852
Dee,Brown,2019,NA,853
Monty,Williams,2019,NA,854
Mario,Elie,2019,NA,855
Tyrone,Corbin,2019,NA,856
Bruno,Sundov,2019,NA,857
Ruben,Patterson,2019,NA,858
Jamaal,Magloire,2019,NA,859
Speedy,Claxton,2019,NA,860
Terry,Davis,2019,NA,861
Stacey,Augmon,2019,NA,862
Morris,Peterson,2019,NA,863
Fred,Hoiberg,2019,NA,864
Tyronn,Lue,2019,NA,865
